Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
3,99,No,6,6
7,68,Yes,4,9
6,97,Yes,8,6
9,87,No,4,1
5,62,No,9,1
4,66,Yes,8,6
3,70,Yes,5,2
1,82,Yes,8,3
3,46,Yes,4,6
3,88,No,4,1
7,93,No,6,1
7,84,Yes,4,8
1,43,No,9,0
3,53,Yes,4,2
8,81,No,7,9
9,81,Yes,7,3
7,49,Yes,6,4
7,98,No,8,2
8,83,No,8,8
6,73,No,7,4
3,65,No,9,6
1,62,No,5,6
7,48,Yes,9,8
1,76,Yes,7,1
1,47,No,9,2
9,92,Yes,5,3
7,53,Yes,8,7
4,46,Yes,7,0
6,46,Yes,4,8
1,48,No,5,4
7,42,Yes,5,3
6,53,Yes,5,7
4,56,Yes,8,8
7,89,Yes,9,2
3,83,No,6,3
1,61,Yes,4,0
4,85,Yes,7,2
3,65,Yes,9,9
1,97,No,5,4
2,67,No,8,7
5,84,Yes,5,0
8,53,Yes,9,0
1,48,No,7,2
4,90,Yes,4,8
4,65,No,5,8
5,41,Yes,8,0
7,50,Yes,8,3
8,56,No,6,7
6,73,Yes,8,1
1,58,Yes,6,3
7,78,Yes,4,6
3,57,No,7,6
6,52,No,6,4
8,44,Yes,5,6
7,89,Yes,9,5
6,62,Yes,5,1
9,97,Yes,7,8
9,95,No,8,4
1,63,No,9,1
1,68,No,5,5
1,87,Yes,9,9
8,86,Yes,6,4
7,47,No,7,1
3,65,Yes,5,9
2,54,Yes,8,9
4,96,No,9,6
3,40,Yes,8,9
7,67,No,9,1
8,88,Yes,5,6
6,86,Yes,7,5
3,85,Yes,4,3
6,53,Yes,5,3
2,81,Yes,8,5
7,73,No,4,8
7,98,No,7,9
4,70,Yes,8,5
8,45,Yes,7,5
4,88,No,9,0
7,44,No,5,4
4,70,Yes,7,0
5,76,No,8,8
7,54,No,5,9
3,54,No,8,3
5,91,Yes,8,1
3,82,No,4,8
5,44,No,6,5
3,67,No,7,9
7,72,No,7,2
1,50,Yes,4,1
9,82,No,9,5
9,45,No,7,9
5,62,No,4,5
9,79,Yes,7,8
6,41,Yes,7,4
5,54,Yes,8,8
3,62,No,4,4
8,61,No,9,1
4,48,No,7,0
3,86,Yes,9,8
6,79,No,6,9
8,69,No,4,6
9,55,Yes,4,2
6,98,No,4,5
5,85,No,8,9
2,86,Yes,4,3
2,91,Yes,8,8
9,69,Yes,6,1
2,84,Yes,5,3
2,48,Yes,8,0
3,40,No,7,6
3,98,Yes,4,3
4,77,No,5,4
7,47,No,8,0
9,98,Yes,9,1
2,98,Yes,9,3
4,91,No,7,1
9,57,No,5,0
2,66,No,6,9
1,57,Yes,8,0
8,71,No,9,5
9,97,Yes,9,1
7,88,No,8,2
8,71,No,9,4
4,92,No,6,2
4,87,Yes,9,5
2,84,Yes,8,6
8,93,No,4,9
2,75,No,9,5
9,75,No,8,1
4,60,Yes,4,8
1,85,Yes,9,1
4,71,Yes,9,5
3,70,Yes,8,8
6,76,Yes,7,8
7,55,No,7,1
8,85,No,5,8
2,85,No,7,7
6,53,Yes,6,6
6,96,No,5,7
5,63,Yes,7,9
7,64,Yes,4,7
3,85,No,8,0
4,90,No,7,8
9,74,Yes,4,5
4,56,Yes,5,0
3,85,No,8,0
2,81,Yes,7,6
5,84,Yes,5,9
4,93,Yes,7,1
8,43,No,5,5
7,50,Yes,7,4
6,86,Yes,4,4
2,54,Yes,6,9
3,69,Yes,4,5
9,63,Yes,8,7
9,41,Yes,7,4
5,82,Yes,6,7
3,73,No,6,4
2,62,No,8,9
8,70,No,8,5
6,76,Yes,6,7
7,52,No,8,1
1,72,No,8,6
1,46,Yes,7,2
2,71,No,4,8
3,46,Yes,9,9
1,81,Yes,5,6
5,77,Yes,6,2
3,91,No,5,7
1,83,Yes,6,9
8,52,No,6,1
6,63,Yes,4,9
9,67,Yes,6,7
3,71,No,6,6
9,82,Yes,4,4
9,57,No,8,3
1,73,Yes,9,9
3,87,Yes,5,9
6,73,Yes,6,0
8,90,Yes,4,3
4,77,Yes,6,5
5,40,Yes,4,5
9,82,Yes,5,1
6,89,Yes,7,8
7,81,No,8,0
7,70,No,7,3
4,89,No,4,3
4,99,Yes,6,1
4,40,No,8,7
5,90,No,5,1
5,55,Yes,9,1
8,97,No,8,1
9,78,Yes,6,0
2,54,No,7,4
7,72,No,4,3
1,62,No,7,1
1,92,No,8,0
4,80,No,9,0
7,73,Yes,6,1
2,56,No,4,0
2,64,Yes,6,8
1,95,No,6,1
2,81,Yes,9,2
7,45,No,8,8
9,70,No,7,4
6,44,No,6,7
2,79,No,6,6
9,79,No,6,5
7,69,Yes,4,1
1,44,No,6,3
9,51,No,6,8
2,46,Yes,8,6
4,84,No,6,2
9,52,No,9,5
4,88,No,9,7
3,43,No,6,7
1,89,No,9,7
7,81,Yes,8,7
6,42,No,4,9
4,51,Yes,9,5
6,40,No,9,9
6,66,No,7,2
4,82,Yes,8,8
6,89,No,9,2
8,52,No,4,3
3,56,Yes,7,9
4,47,No,6,0
1,71,No,8,1
4,59,Yes,9,5
9,90,Yes,6,0
8,56,No,8,8
4,73,No,7,7
7,74,No,9,1
3,74,Yes,4,1
9,77,Yes,8,7
4,81,No,4,7
2,63,No,6,0
5,93,No,6,4
2,57,Yes,7,1
6,89,Yes,7,0
1,85,Yes,5,2
6,87,No,5,2
4,78,No,7,9
3,72,No,9,8
2,88,Yes,6,9
7,62,No,4,0
9,64,Yes,7,1
3,76,No,9,8
6,66,Yes,4,4
9,40,No,5,8
2,60,No,4,5
7,98,Yes,7,9
5,88,No,6,9
5,49,Yes,7,2
7,70,No,8,7
9,83,No,9,8
4,64,No,9,1
9,59,Yes,9,8
9,96,No,8,3
4,41,Yes,8,7
3,94,No,6,4
2,87,No,9,5
9,54,Yes,7,3
2,67,No,8,4
6,52,No,7,0
5,89,Yes,5,2
5,99,Yes,9,3
4,91,No,8,0
6,93,Yes,8,2
5,53,Yes,6,3
4,89,No,7,8
9,41,Yes,6,2
6,73,Yes,6,2
3,74,No,7,3
6,76,Yes,5,8
1,64,Yes,7,8
5,87,No,5,0
6,93,No,6,7
8,54,Yes,5,9
9,51,No,9,0
3,48,Yes,5,1
2,97,Yes,5,9
4,70,Yes,8,4
8,53,Yes,8,5
8,68,No,6,1
3,92,No,7,9
4,87,Yes,5,4
3,82,No,9,2
2,77,Yes,8,6
4,81,Yes,7,0
6,99,No,9,4
5,47,No,5,2
3,87,Yes,7,1
2,42,No,9,2
9,41,Yes,4,9
1,55,No,9,3
9,58,No,9,1
1,69,Yes,5,1
7,80,No,7,2
6,55,No,5,1
7,70,Yes,5,5
3,93,Yes,4,1
3,97,Yes,9,0
1,67,Yes,7,7
4,43,Yes,6,9
2,49,Yes,8,3
8,90,No,5,1
3,84,Yes,5,3
7,57,Yes,5,1
7,86,Yes,5,4
9,71,No,8,6
6,69,Yes,6,5
1,75,Yes,4,1
8,48,No,6,3
1,75,No,8,7
3,68,Yes,7,6
5,55,No,4,6
8,67,No,4,3
9,60,Yes,7,0
7,86,Yes,9,6
9,95,Yes,5,5
3,41,No,8,7
5,99,Yes,7,4
8,98,No,6,7
1,85,Yes,6,9
8,74,No,9,7
7,93,Yes,7,8
1,67,No,8,0
6,94,Yes,9,2
1,75,Yes,9,5
2,70,Yes,9,3
5,72,No,4,7
2,62,No,4,9
1,99,Yes,5,0
6,80,No,8,4
8,56,Yes,6,3
8,85,No,6,0
8,88,Yes,5,9
6,40,No,6,5
3,81,No,9,9
1,62,No,5,2
2,87,No,5,4
5,66,No,7,5
5,64,Yes,4,3
1,71,No,8,9
1,58,No,8,9
9,63,No,4,5
2,96,No,9,6
7,42,Yes,8,1
4,99,No,6,6
7,51,No,6,6
8,74,Yes,8,1
5,54,Yes,7,2
1,56,No,8,2
4,89,Yes,5,0
3,71,No,9,0
5,46,No,5,9
6,58,Yes,4,5
2,46,No,9,8
7,44,Yes,9,8
3,97,Yes,6,0
1,79,No,9,6
3,60,No,7,5
9,87,Yes,8,3
6,87,No,5,2
6,90,Yes,6,8
4,96,Yes,6,9
8,86,Yes,7,4
5,46,Yes,7,7
7,76,No,7,3
9,62,No,7,3
5,50,No,5,5
5,49,No,7,5
4,96,No,6,2
6,60,No,6,1
2,94,Yes,9,8
3,98,No,8,1
1,80,Yes,6,8
2,72,Yes,6,7
2,59,Yes,5,9
8,72,No,9,6
8,79,Yes,6,4
2,74,No,4,2
6,73,Yes,6,1
5,75,No,8,7
3,66,No,8,1
5,58,No,9,7
5,82,No,9,4
5,44,No,7,8
3,68,Yes,5,3
3,95,No,8,7
4,49,No,4,6
7,95,Yes,4,7
2,98,No,7,4
4,94,No,5,1
4,79,No,5,6
1,52,No,9,2
8,68,No,6,9
1,44,Yes,4,9
8,97,No,4,9
7,97,Yes,4,9
9,98,No,4,1
8,51,Yes,8,2
5,98,Yes,5,3
8,52,Yes,6,9
3,61,No,8,6
7,79,No,5,9
4,54,Yes,7,0
5,52,No,4,5
9,40,No,6,5
7,93,Yes,5,7
4,77,No,7,1
6,82,Yes,4,1
7,84,No,7,0
9,92,Yes,7,2
4,91,No,8,6
3,40,No,7,7
8,50,Yes,8,6
1,97,Yes,9,8
9,82,No,8,7
1,79,Yes,7,7
2,61,Yes,5,1
8,74,Yes,7,0
9,99,Yes,7,5
7,90,Yes,5,6
3,83,No,4,5
7,45,Yes,6,6
6,67,Yes,9,7
2,70,Yes,4,1
3,94,Yes,7,0
5,47,No,4,9
4,44,Yes,6,7
2,81,No,4,7
4,93,No,6,7
8,87,Yes,4,9
5,83,Yes,8,6
5,56,No,7,1
3,77,No,6,3
8,48,No,9,8
6,49,Yes,7,7
2,59,No,8,3
2,53,Yes,4,7
9,53,No,7,9
7,65,No,4,5
9,68,Yes,4,8
6,88,Yes,7,0
5,66,No,6,5
1,64,Yes,6,3
6,55,Yes,7,2
6,75,No,6,4
3,73,Yes,5,9
3,55,Yes,4,7
3,72,No,7,9
3,42,No,9,5
7,62,Yes,8,0
2,50,Yes,7,5
2,87,Yes,7,6
3,97,No,4,5
7,57,No,8,2
3,86,Yes,4,8
7,80,Yes,9,9
9,83,Yes,6,9
4,68,No,7,3
7,98,No,4,4
9,89,Yes,9,4
8,44,Yes,9,2
8,63,Yes,5,1
9,68,Yes,7,7
5,68,No,9,6
5,99,Yes,6,4
3,65,Yes,4,0
5,79,No,4,9
8,42,Yes,5,0
5,41,Yes,6,7
4,64,Yes,9,3
8,58,Yes,5,3
7,79,Yes,9,8
6,41,Yes,9,1
5,58,No,7,4
5,40,Yes,8,5
2,66,No,9,5
4,93,No,4,9
8,84,No,9,2
8,94,No,5,9
1,91,Yes,9,5
2,88,Yes,4,9
5,74,Yes,4,9
9,80,Yes,5,4
7,44,No,4,7
5,77,No,6,3
1,43,No,6,9
6,56,Yes,8,9
8,92,No,6,2
7,60,Yes,5,5
2,92,No,9,9
5,87,Yes,6,8
4,70,No,8,7
9,87,No,7,9
1,61,Yes,7,7
6,50,No,5,2
3,73,No,8,0
9,88,Yes,6,2
5,54,No,8,2
6,89,No,4,5
9,49,No,8,2
9,77,No,6,1
8,71,Yes,5,8
9,92,Yes,4,5
4,87,No,8,4
6,70,Yes,7,2
5,76,No,6,6
5,83,Yes,5,6
4,67,No,9,3
2,70,No,6,9
6,45,Yes,8,1
9,53,No,5,1
1,97,No,7,7
7,62,No,4,3
6,55,No,8,6
3,64,Yes,5,2
1,78,Yes,4,8
4,41,Yes,5,9
9,77,Yes,9,8
2,80,No,8,6
3,78,No,5,6
2,73,No,7,0
2,90,No,5,9
8,79,Yes,8,7
3,82,Yes,5,1
7,64,Yes,4,7
8,75,No,4,1
3,55,No,9,0
2,96,No,6,7
8,57,No,9,3
3,52,Yes,6,9
7,98,Yes,7,5
1,76,Yes,4,9
6,66,No,6,9
9,73,Yes,5,0
3,50,No,7,8
7,40,Yes,8,6
6,52,Yes,6,4
8,69,No,9,5
3,44,No,6,2
3,57,No,9,8
4,53,Yes,9,1
3,52,Yes,4,9
9,71,Yes,7,0
4,46,Yes,9,0
6,47,No,4,9
8,89,Yes,4,1
8,46,No,9,5
5,91,Yes,7,5
5,88,No,5,8
6,55,No,6,9
7,82,Yes,4,3
7,70,Yes,6,7
4,90,No,7,3
6,66,Yes,5,2
7,99,No,8,3
5,72,Yes,5,0
5,92,Yes,7,8
2,68,Yes,5,4
7,47,Yes,8,6
6,72,Yes,4,2
1,80,No,5,4
4,58,Yes,9,9
3,60,No,9,3
3,80,No,7,6
7,60,No,5,4
4,64,Yes,8,1
8,81,No,7,2
9,95,No,5,7
3,62,No,7,2
5,50,No,9,6
4,72,No,8,4
6,59,No,4,6
4,64,Yes,8,9
8,65,No,4,8
3,79,No,6,6
5,91,Yes,9,5
1,51,No,9,0
6,71,Yes,9,3
5,72,Yes,8,7
8,49,No,4,0
9,43,No,6,5
8,54,Yes,6,1
8,90,Yes,6,8
3,45,Yes,7,7
4,66,Yes,8,8
4,44,No,8,8
5,44,Yes,9,1
9,57,Yes,8,1
9,67,Yes,8,8
1,74,No,7,1
8,98,Yes,8,3
1,61,Yes,4,1
2,73,No,6,0
7,43,No,7,9
8,57,Yes,7,6
1,80,Yes,9,4
3,90,Yes,8,2
7,65,No,6,7
9,81,No,4,4
8,61,Yes,6,0
8,86,Yes,5,8
9,72,Yes,6,4
3,82,No,4,2
8,53,Yes,4,5
1,70,Yes,4,7
8,49,No,7,1
7,90,Yes,7,2
8,63,No,5,6
1,60,No,6,1
6,87,Yes,8,4
7,47,No,9,8
5,71,No,5,6
5,70,Yes,8,2
7,73,No,8,1
3,62,No,5,9
6,64,Yes,6,8
7,46,Yes,9,8
1,58,Yes,8,8
2,46,Yes,7,9
4,86,Yes,7,2
8,47,No,5,0
6,53,No,9,8
1,40,No,9,6
5,52,No,8,1
7,42,No,5,5
6,92,Yes,9,8
9,67,Yes,9,7
8,77,Yes,7,5
4,90,Yes,5,5
5,54,No,8,7
7,75,Yes,8,8
8,92,Yes,7,7
5,42,No,4,0
9,43,No,4,1
4,44,Yes,9,5
4,89,No,6,7
8,65,No,7,3
1,64,Yes,6,3
8,49,No,9,1
5,47,Yes,7,9
1,51,No,8,0
4,93,No,7,9
2,97,No,5,8
4,98,No,6,6
8,42,Yes,7,8
5,66,No,6,1
1,89,Yes,9,9
7,62,Yes,7,4
1,79,No,4,1
9,97,No,6,9
3,72,Yes,8,6
3,53,No,8,8
6,93,No,7,2
6,62,Yes,8,0
6,70,No,8,3
1,52,Yes,6,3
5,96,No,7,5
6,51,No,6,4
8,74,No,7,4
1,57,No,8,8
5,60,No,7,0
3,84,No,9,7
2,86,Yes,7,7
8,81,Yes,5,7
7,40,No,7,2
7,77,No,5,9
5,80,Yes,6,7
9,81,Yes,5,1
5,86,Yes,6,7
2,48,No,7,7
3,62,No,6,2
4,53,No,8,3
5,50,Yes,9,8
3,46,Yes,7,8
7,70,No,5,9
5,63,Yes,9,8
5,65,No,4,9
6,69,No,9,5
7,73,Yes,7,0
8,85,No,9,7
9,77,Yes,9,8
4,44,Yes,8,7
5,44,No,6,0
5,58,No,9,5
8,90,Yes,5,8
9,77,No,5,8
7,67,Yes,8,6
5,65,No,9,6
3,81,Yes,9,3
1,62,Yes,8,6
9,85,No,7,9
5,88,No,4,4
9,69,Yes,4,9
4,42,Yes,6,4
5,67,Yes,5,0
4,72,Yes,7,1
2,81,No,5,8
1,42,No,7,1
8,44,No,8,9
4,96,Yes,6,1
5,58,No,8,8
6,81,Yes,5,2
8,97,Yes,6,1
8,96,No,9,6
7,87,No,7,8
4,40,Yes,7,5
6,77,Yes,6,6
4,48,No,8,2
7,99,Yes,6,2
1,44,No,8,7
5,98,No,6,6
4,85,Yes,8,4
7,81,Yes,4,5
9,73,Yes,6,8
5,76,Yes,8,2
4,72,Yes,9,2
9,64,No,5,5
5,81,No,5,7
9,68,No,6,4
8,97,No,6,0
4,64,Yes,7,2
7,93,No,8,7
5,98,Yes,6,3
4,48,Yes,5,8
5,42,Yes,5,5
5,54,Yes,5,9
9,43,Yes,8,3
9,84,No,4,3
6,77,Yes,6,9
4,59,Yes,4,4
2,88,No,8,6
3,62,No,9,6
2,76,No,6,9
5,86,Yes,7,6
6,47,Yes,6,4
5,96,Yes,6,8
2,76,Yes,6,1
5,95,No,6,7
9,84,No,9,9
4,72,No,6,7
2,72,No,8,2
3,46,No,6,4
3,61,No,9,7
9,44,Yes,8,9
4,85,Yes,6,8
1,54,No,6,6
1,60,No,8,3
7,64,No,6,3
7,56,No,9,2
2,95,Yes,5,7
9,89,Yes,6,5
9,46,Yes,7,9
5,93,No,8,5
3,97,No,9,9
3,89,No,6,9
3,99,Yes,6,8
6,58,Yes,8,2
4,91,Yes,4,3
8,46,No,9,2
5,79,Yes,9,2
1,84,Yes,5,0
9,98,No,5,9
1,89,Yes,6,5
6,63,No,8,8
1,50,No,7,4
3,80,No,6,9
5,94,Yes,5,1
7,40,Yes,6,9
8,93,No,8,3
9,71,Yes,9,5
6,79,No,9,6
9,92,Yes,9,6
8,83,No,9,3
9,41,No,7,9
4,54,Yes,4,9
9,60,No,7,4
7,63,No,6,3
5,89,No,5,9
5,56,No,8,5
1,86,No,6,6
2,91,Yes,4,1
3,91,Yes,8,9
8,48,No,8,2
6,74,Yes,8,7
5,59,No,6,6
1,58,No,4,0
9,57,No,6,3
3,59,No,8,4
3,69,No,8,2
2,79,Yes,5,3
4,40,Yes,7,9
2,63,Yes,6,9
9,63,Yes,4,9
7,86,Yes,8,6
8,58,Yes,6,7
3,69,No,7,8
6,65,Yes,6,1
6,81,No,7,3
1,83,No,6,0
6,99,Yes,5,2
3,77,Yes,6,7
3,68,No,9,6
3,52,No,5,7
8,43,No,7,5
5,84,No,8,4
4,56,No,8,9
9,72,Yes,6,8
9,44,Yes,4,4
1,67,No,6,8
2,63,No,5,3
8,56,No,5,4
5,89,No,7,0
7,78,No,6,5
1,87,No,7,2
5,79,No,4,9
3,83,No,8,1
2,85,Yes,8,5
2,90,No,6,0
9,50,No,7,8
4,51,Yes,7,4
4,52,No,4,6
7,47,No,7,9
2,40,No,9,8
3,48,No,9,8
3,67,Yes,5,6
6,41,No,9,3
3,53,No,9,3
5,52,No,5,6
4,87,Yes,9,7
3,41,No,9,6
8,43,No,5,9
3,51,Yes,6,3
6,87,Yes,5,3
7,49,Yes,5,7
7,42,Yes,9,8
2,43,No,8,6
3,45,Yes,9,2
4,62,Yes,6,9
7,44,Yes,5,0
2,89,No,4,4
3,42,Yes,5,5
7,49,No,6,8
7,82,No,7,4
3,58,Yes,9,0
1,53,No,8,3
3,60,Yes,8,1
5,99,Yes,9,3
7,82,No,9,6
4,67,No,6,8
1,60,No,5,2
6,75,No,4,2
2,63,Yes,5,3
3,93,No,5,6
4,77,No,4,5
6,56,No,8,4
6,61,No,5,3
7,58,Yes,7,7
5,84,Yes,7,3
7,93,No,6,2
2,49,No,6,6
1,50,Yes,4,1
8,77,Yes,4,3
1,41,Yes,6,7
2,72,Yes,9,3
6,82,No,5,9
1,70,No,9,6
3,87,Yes,8,1
7,74,Yes,7,4
8,76,No,4,3
4,86,No,6,8
3,86,Yes,7,6
1,75,No,9,8
9,62,Yes,4,9
6,75,No,4,6
6,79,No,5,1
9,78,Yes,4,1
1,65,No,8,1
6,64,Yes,4,4
5,56,No,8,0
6,54,Yes,9,6
8,76,Yes,5,1
5,84,Yes,8,3
2,43,No,9,8
2,61,Yes,7,7
5,56,Yes,4,9
3,61,No,6,1
3,56,No,6,3
8,53,Yes,8,3
7,53,Yes,5,1
1,56,No,8,1
5,47,No,9,4
9,73,No,9,3
4,65,Yes,8,7
1,84,No,8,3
8,69,Yes,7,7
5,61,Yes,9,4
2,55,Yes,7,0
1,69,No,8,8
3,55,No,5,7
9,77,No,4,0
1,93,Yes,9,2
4,63,Yes,6,2
8,75,No,7,4
8,74,No,9,6
8,45,Yes,4,0
8,43,Yes,7,0
4,57,Yes,9,9
8,45,Yes,7,5
9,65,No,7,4
7,76,Yes,8,2
2,66,Yes,8,2
9,80,No,7,3
8,50,No,7,9
5,77,No,6,1
3,55,No,4,8
7,58,Yes,4,3
2,82,Yes,5,9
3,92,Yes,5,2
9,54,Yes,5,9
4,65,Yes,8,6
4,95,No,8,8
3,80,No,6,1
5,95,Yes,8,5
3,70,No,5,4
9,58,Yes,9,0
3,96,Yes,7,6
2,90,Yes,5,0
5,63,Yes,6,9
6,97,Yes,7,8
1,48,No,8,3
6,62,No,7,7
3,43,Yes,9,0
4,49,Yes,6,4
6,48,No,8,2
8,58,Yes,4,3
9,54,Yes,5,3
6,90,Yes,9,7
7,73,No,9,9
5,81,Yes,5,9
9,58,Yes,6,2
4,88,No,6,0
6,91,Yes,9,4
5,95,Yes,5,1
1,60,No,7,5
5,73,No,4,3
5,90,Yes,4,8
9,56,No,6,6
1,57,Yes,6,1
5,56,Yes,7,6
7,41,No,6,9
6,90,Yes,4,7
6,40,No,5,2
7,82,No,9,2
6,96,No,4,1
5,49,Yes,7,0
5,76,No,5,2
9,87,Yes,5,9
8,95,No,9,6
4,44,No,4,8
4,95,Yes,5,8
5,94,Yes,5,5
3,51,No,6,5
8,75,Yes,5,4
7,70,Yes,7,1
5,94,No,5,6
3,77,No,6,0
5,90,Yes,8,5
3,48,No,8,3
5,83,No,7,2
1,65,No,9,0
6,54,Yes,9,5
4,55,Yes,7,6
4,52,Yes,5,0
8,64,No,5,0
2,69,Yes,8,6
4,92,No,8,5
2,95,No,4,6
1,46,No,8,7
3,96,No,8,7
8,94,Yes,7,8
6,91,No,4,8
7,43,No,9,6
2,82,Yes,4,8
6,79,No,5,5
8,77,Yes,5,8
8,96,Yes,4,1
4,69,Yes,4,1
6,49,No,5,5
5,69,Yes,7,2
9,78,No,7,1
8,46,Yes,7,7
2,75,Yes,7,6
7,74,Yes,5,7
7,63,Yes,6,5
1,78,No,8,8
1,75,No,8,8
4,84,Yes,8,1
5,59,Yes,8,9
4,88,Yes,5,4
7,71,No,6,8
3,98,Yes,5,2
7,78,Yes,6,4
8,88,No,5,7
6,65,Yes,4,1
6,65,Yes,6,5
8,75,Yes,8,3
8,82,Yes,6,5
7,74,No,9,2
6,82,No,7,5
6,74,No,6,6
6,51,Yes,9,9
8,72,Yes,7,2
1,75,No,9,4
5,53,Yes,7,7
3,72,Yes,4,1
8,85,No,6,6
6,84,No,9,0
2,84,Yes,4,6
7,63,No,8,0
7,54,Yes,6,3
5,70,No,5,3
8,56,No,5,4
5,51,Yes,5,1
1,61,Yes,9,5
9,62,No,9,5
4,65,Yes,7,7
2,53,Yes,5,9
4,51,Yes,8,0
9,89,No,9,3
2,43,Yes,6,1
4,98,Yes,9,7
2,85,No,6,3
5,90,No,9,7
3,52,No,7,1
2,96,No,7,3
9,94,Yes,7,8
5,57,Yes,8,4
5,82,No,9,5
1,67,No,6,9
6,77,Yes,9,8
7,80,Yes,4,8
1,83,No,7,6
9,58,Yes,5,1
8,85,Yes,4,6
8,86,No,4,8
7,82,No,7,1
5,77,No,5,6
3,85,No,7,6
9,42,Yes,7,2
7,58,No,5,5
8,59,Yes,4,7
6,64,Yes,4,9
5,50,Yes,9,7
8,95,No,5,2
3,56,Yes,4,5
7,99,No,8,1
2,98,No,7,1
3,88,No,8,7
2,94,Yes,8,9
5,74,No,9,4
7,53,No,9,4
1,98,Yes,9,3
9,78,No,8,9
1,96,Yes,6,3
1,58,Yes,6,7
8,42,No,8,2
6,73,No,7,2
6,97,No,8,7
9,88,No,8,2
4,80,Yes,9,1
8,61,No,9,4
4,77,No,9,2
2,95,Yes,6,5
8,66,No,8,6
7,60,No,7,2
4,80,No,7,8
9,70,No,9,9
9,66,No,9,0
8,76,Yes,8,6
1,41,No,7,3
7,93,Yes,8,6
5,86,Yes,6,8
7,48,Yes,8,8
9,58,Yes,9,0
2,81,No,4,9
4,75,No,6,3
4,49,Yes,7,6
2,98,No,7,9
3,79,No,9,5
8,93,Yes,9,8
9,84,No,6,6
6,78,Yes,9,2
2,46,Yes,4,6
2,43,No,6,9
7,54,No,9,4
8,51,No,5,1
8,87,Yes,4,9
6,45,Yes,6,2
8,99,No,5,5
1,48,Yes,8,5
9,74,No,4,6
1,47,No,8,5
3,46,No,5,8
9,43,No,7,4
5,97,Yes,7,4
9,52,No,9,7
9,58,Yes,7,7
6,46,Yes,8,0
1,49,Yes,4,2
7,64,Yes,8,5
6,83,Yes,8,5
9,97,Yes,7,0
7,74,No,8,1
